pipe_id,age,material,diameter,pressure,soil_type,previous_breaks,location_type,leak_reports,failure_risk
1310,70,Steel,48,45,Sand,2,Downtown,8,1
1311,24,Cast Iron,41,129,Rock,9,Commercial,15,2
1312,50,PVC,43,142,Clay,6,Industrial,2,2
1313,10,Steel,47,61,Loam,9,Industrial,14,2
1314,88,Copper,4,28,Rock,9,Commercial,5,2
1315,29,PVC,36,30,Sand,5,Residential,6,1
1316,83,Copper,47,83,Loam,8,Downtown,1,2
1317,87,Concrete,10,54,Rock,0,Rural,14,1
1318,2,Steel,18,101,Rock,3,Industrial,13,2
1319,47,Copper,24,86,Clay,0,Industrial,3,0
1320,89,PVC,26,46,Loam,1,Commercial,2,0
1321,54,Steel,32,103,Clay,0,Residential,2,1
1322,74,Cast Iron,44,120,Loam,9,Commercial,0,2
1323,78,Cast Iron,44,103,Clay,5,Residential,1,2
1324,56,Concrete,32,82,Sand,3,Commercial,0,1
1325,80,Concrete,21,61,Sand,1,Rural,8,1
1326,83,Concrete,44,55,Clay,4,Downtown,8,2
1327,74,PVC,38,22,Sand,0,Downtown,14,1
1328,12,Copper,12,31,Rock,0,Residential,2,0
1329,35,Steel,16,54,Clay,4,Rural,5,1
1330,92,Cast Iron,32,128,Sand,3,Industrial,5,2
1331,43,Concrete,46,128,Clay,10,Industrial,10,2
1332,9,Steel,9,106,Loam,1,Residential,10,1
1333,26,Cast Iron,46,82,Rock,10,Rural,7,2
1334,89,Concrete,41,23,Clay,10,Industrial,8,2
1335,70,Steel,8,119,Loam,9,Industrial,11,2
1336,9,PVC,38,65,Rock,1,Industrial,14,1
1337,32,PVC,12,38,Loam,2,Industrial,12,1
1338,70,PVC,29,33,Rock,10,Industrial,13,2
1339,83,Steel,30,71,Sand,2,Commercial,0,1
1340,6,Steel,5,55,Clay,7,Residential,3,2
1341,95,Concrete,31,42,Rock,6,Downtown,4,2
1342,13,PVC,34,91,Rock,3,Residential,5,1
1343,89,PVC,38,140,Loam,6,Residential,10,2
1344,14,Steel,44,94,Loam,1,Commercial,4,1
1345,34,Concrete,19,103,Loam,3,Downtown,9,2
1346,49,PVC,9,29,Rock,6,Commercial,7,2
1347,13,PVC,19,112,Loam,6,Rural,12,2
1348,40,Steel,14,87,Rock,4,Commercial,8,2
1349,64,PVC,36,42,Loam,3,Residential,6,1
1350,9,Copper,10,119,Sand,6,Rural,8,2
1351,21,Cast Iron,46,136,Loam,10,Residential,12,2
1352,73,Concrete,27,96,Rock,0,Rural,8,1
1353,64,Concrete,48,123,Rock,1,Downtown,8,1
1354,5,Cast Iron,42,77,Sand,8,Commercial,1,2
1355,26,Cast Iron,32,105,Rock,6,Downtown,9,2
1356,16,Copper,8,39,Rock,9,Commercial,15,2
1357,18,PVC,6,46,Sand,9,Rural,4,2
1358,30,Cast Iron,13,56,Loam,7,Residential,14,2
1359,96,Concrete,47,102,Clay,4,Residential,13,2
1360,41,Copper,47,40,Sand,7,Commercial,10,2
1361,31,Cast Iron,25,70,Rock,3,Rural,10,2
1362,59,Copper,35,147,Loam,6,Downtown,2,2
1363,70,Steel,28,82,Clay,1,Downtown,1,1
1364,56,Concrete,16,134,Loam,8,Commercial,14,2
1365,92,Concrete,38,67,Loam,4,Commercial,15,2
1366,76,Steel,26,134,Clay,3,Residential,0,1
1367,87,Cast Iron,42,59,Rock,7,Industrial,11,2
1368,5,Concrete,12,52,Clay,3,Industrial,3,1
1369,12,Cast Iron,30,118,Sand,3,Commercial,15,2
1370,50,Concrete,10,107,Rock,1,Downtown,12,2
1371,10,PVC,46,48,Clay,5,Downtown,11,2
1372,17,PVC,4,106,Sand,8,Residential,7,2
1373,76,Copper,26,130,Sand,3,Rural,10,2
1374,37,PVC,30,149,Clay,4,Rural,6,2
1375,52,PVC,25,32,Sand,0,Downtown,0,0
1376,94,Steel,45,27,Sand,1,Industrial,1,1
1377,95,Cast Iron,45,34,Loam,5,Industrial,11,2
1378,34,Cast Iron,27,28,Sand,7,Rural,1,2
1379,6,Concrete,26,101,Rock,6,Rural,0,1
1380,15,PVC,42,81,Sand,7,Commercial,4,2
1381,77,Cast Iron,18,62,Clay,1,Rural,15,2
1382,19,Copper,30,142,Loam,8,Commercial,8,2
1383,17,Copper,23,98,Sand,10,Rural,5,2
1384,37,Concrete,13,57,Rock,4,Downtown,0,1
1385,20,PVC,33,115,Loam,8,Residential,9,2
1386,97,Steel,32,46,Clay,3,Industrial,12,2
1387,94,Steel,40,75,Loam,6,Rural,12,2
1388,15,Steel,25,44,Rock,7,Industrial,0,2
1389,60,Cast Iron,42,87,Clay,1,Residential,9,2
1390,36,Concrete,30,116,Sand,6,Downtown,0,2
1391,96,Steel,26,133,Sand,10,Rural,6,2
1392,41,PVC,12,135,Sand,10,Commercial,9,2
1393,49,Copper,5,52,Loam,3,Residential,8,1
1394,30,Cast Iron,34,54,Sand,2,Downtown,4,1
1395,65,PVC,45,39,Loam,7,Commercial,15,2
1396,41,Concrete,19,138,Clay,8,Rural,10,2
1397,78,Concrete,45,43,Loam,0,Rural,9,1
1398,34,Concrete,37,70,Rock,1,Downtown,10,1
1399,3,Steel,23,56,Rock,5,Commercial,12,2
1400,44,Copper,7,58,Loam,0,Commercial,14,1
1401,83,Cast Iron,16,27,Loam,5,Commercial,3,2
1402,50,Steel,12,141,Clay,2,Downtown,8,2
1403,57,Cast Iron,39,46,Rock,8,Industrial,3,2
1404,85,Steel,32,135,Rock,9,Rural,11,2
1405,43,Copper,35,107,Sand,3,Industrial,3,1
1406,69,PVC,25,89,Loam,4,Industrial,10,2
1407,8,PVC,38,90,Sand,4,Rural,1,1
1408,84,PVC,31,30,Rock,2,Residential,8,1
1409,55,Copper,37,72,Sand,7,Rural,11,2
1410,2,Steel,19,25,Rock,9,Residential,10,2
1411,46,Steel,36,29,Sand,5,Rural,2,1
1412,19,Concrete,43,147,Sand,9,Downtown,0,2
1413,70,Cast Iron,10,131,Rock,10,Residential,4,2
1414,4,Concrete,45,44,Clay,6,Industrial,1,1
1415,32,Cast Iron,21,32,Clay,4,Residential,2,1
1416,32,Copper,38,113,Sand,7,Residential,0,1
1417,85,PVC,42,73,Rock,9,Downtown,2,2
1418,56,Cast Iron,27,36,Rock,7,Industrial,0,2
1419,33,Steel,34,131,Rock,5,Downtown,15,2
1420,49,Copper,20,138,Loam,2,Industrial,4,1
1421,32,Copper,18,135,Loam,0,Commercial,3,0
1422,39,PVC,25,113,Rock,6,Commercial,0,1
1423,91,Copper,15,147,Sand,4,Rural,13,2
1424,64,Cast Iron,4,80,Rock,1,Industrial,0,1
1425,65,Copper,15,52,Rock,4,Residential,11,2
1426,23,PVC,18,54,Rock,4,Residential,3,1
1427,39,Copper,42,42,Loam,10,Residential,7,2
1428,8,Copper,21,124,Rock,7,Industrial,10,2
1429,35,Copper,17,61,Rock,6,Rural,10,2
1430,79,Concrete,30,76,Loam,3,Residential,1,1
1431,4,Concrete,28,40,Sand,0,Downtown,9,1
1432,41,Steel,32,138,Sand,9,Downtown,13,2
1433,15,Copper,16,58,Rock,5,Commercial,8,1
1434,73,Copper,4,124,Rock,9,Industrial,8,2
1435,93,Copper,8,135,Rock,7,Commercial,6,2
1436,77,Cast Iron,41,36,Loam,10,Rural,7,2
1437,21,Copper,48,50,Sand,10,Commercial,0,2
1438,74,PVC,40,132,Sand,0,Residential,10,1
1439,83,PVC,40,99,Sand,6,Residential,3,2
1440,98,Concrete,11,144,Rock,0,Residential,4,1
1441,37,Concrete,4,47,Loam,1,Downtown,4,1
1442,48,Concrete,29,85,Sand,3,Commercial,13,2
1443,5,Cast Iron,4,103,Clay,1,Commercial,11,2
1444,53,Concrete,17,45,Loam,4,Residential,4,1
1445,93,PVC,38,31,Loam,6,Rural,9,2
1446,63,Concrete,23,52,Loam,1,Residential,2,0
1447,89,Cast Iron,40,123,Clay,8,Rural,8,2
1448,41,Concrete,32,28,Rock,7,Industrial,4,2
1449,3,Copper,44,72,Sand,5,Downtown,0,1
1450,28,Cast Iron,43,26,Sand,7,Commercial,7,2
1451,80,Concrete,27,38,Sand,1,Residential,7,1
1452,58,Concrete,7,100,Clay,7,Commercial,4,2
1453,64,Copper,41,48,Clay,2,Industrial,1,1
1454,59,Concrete,5,88,Clay,8,Industrial,8,2
1455,41,Steel,6,81,Sand,6,Industrial,12,2
1456,70,Steel,31,70,Loam,6,Commercial,14,2
1457,51,PVC,38,57,Clay,5,Residential,14,2
1458,21,Copper,33,27,Loam,1,Industrial,8,0
1459,39,Concrete,40,43,Sand,6,Industrial,14,2
1460,23,Concrete,28,76,Sand,3,Downtown,11,2
1461,9,Steel,30,111,Clay,9,Industrial,10,2
1462,38,Concrete,4,36,Loam,5,Industrial,7,2
1463,17,Cast Iron,45,31,Rock,9,Residential,10,2
1464,3,Steel,40,24,Sand,5,Downtown,14,2
1465,90,Concrete,32,92,Loam,6,Residential,9,2
1466,15,Concrete,46,149,Loam,1,Residential,1,0
1467,88,Copper,47,98,Rock,6,Industrial,11,2
1468,39,PVC,12,96,Clay,1,Downtown,7,1
1469,9,Cast Iron,13,33,Loam,8,Residential,1,2
1470,56,Cast Iron,38,108,Rock,7,Downtown,12,2
1471,39,Steel,7,51,Rock,0,Downtown,2,0
1472,87,Cast Iron,29,136,Clay,5,Residential,10,2
1473,84,Steel,20,108,Sand,0,Downtown,8,1
1474,29,Steel,26,132,Sand,8,Residential,14,2
1475,2,Copper,42,73,Sand,1,Commercial,8,0
1476,13,Copper,47,79,Sand,7,Industrial,12,2
1477,43,PVC,31,30,Sand,3,Downtown,3,1
1478,52,Concrete,21,136,Clay,3,Rural,4,1
1479,47,Concrete,19,127,Clay,1,Rural,12,2
1480,48,Copper,45,97,Rock,2,Downtown,15,2
1481,35,Cast Iron,38,62,Sand,2,Industrial,15,2
1482,26,Cast Iron,28,132,Loam,1,Downtown,12,2
1483,26,Steel,41,138,Loam,9,Commercial,9,2
1484,52,Steel,24,115,Rock,8,Industrial,1,2
1485,89,Copper,14,146,Clay,1,Industrial,2,1
1486,93,Copper,41,137,Clay,1,Residential,4,1
1487,20,Cast Iron,44,141,Rock,1,Downtown,11,2
1488,96,Copper,29,138,Clay,8,Residential,8,2
1489,89,Concrete,39,140,Loam,0,Residential,10,1
1490,31,PVC,33,123,Sand,6,Downtown,6,2
1491,74,PVC,42,30,Rock,3,Downtown,8,1
1492,87,Steel,25,134,Loam,4,Residential,9,2
1493,78,Copper,18,53,Loam,6,Rural,13,2
1494,72,Steel,10,27,Clay,5,Commercial,2,2
1495,33,Cast Iron,22,138,Clay,7,Industrial,9,2
1496,16,Concrete,23,29,Sand,3,Rural,15,2
1497,57,Concrete,31,98,Sand,5,Rural,1,1
1498,99,Copper,38,126,Sand,7,Commercial,4,2
1499,40,Cast Iron,12,106,Loam,6,Rural,4,2
1500,48,Concrete,37,133,Sand,0,Industrial,14,1
1501,33,Cast Iron,17,40,Rock,9,Commercial,3,2
1502,25,Copper,6,105,Rock,5,Rural,5,1
1503,11,PVC,11,72,Sand,7,Industrial,13,2
1504,93,Copper,33,35,Rock,10,Downtown,10,2
1505,5,Copper,11,34,Clay,8,Commercial,6,2
1506,67,Steel,23,104,Sand,1,Commercial,10,1
1507,28,PVC,6,142,Rock,2,Commercial,13,2
1508,34,Concrete,19,20,Clay,6,Industrial,5,2
1509,54,Concrete,25,55,Clay,4,Commercial,1,1
1510,58,PVC,42,90,Sand,1,Commercial,8,1
1511,15,PVC,45,35,Clay,6,Residential,14,2
1512,36,Steel,11,93,Clay,3,Commercial,15,2
1513,42,Concrete,24,80,Clay,8,Rural,2,2
1514,26,Copper,38,117,Loam,4,Downtown,1,1
1515,4,PVC,45,105,Clay,4,Commercial,7,1
1516,27,Concrete,36,106,Rock,5,Industrial,6,2
1517,53,Concrete,19,142,Sand,5,Industrial,8,2
1518,17,PVC,15,104,Clay,8,Industrial,0,2
1519,6,Cast Iron,7,133,Rock,7,Rural,3,2
1520,29,Copper,35,130,Sand,9,Downtown,15,2
1521,59,Concrete,9,99,Clay,5,Residential,6,2
1522,5,Steel,6,101,Clay,1,Downtown,11,2
1523,26,Steel,28,117,Rock,4,Rural,9,2
1524,56,Concrete,40,109,Rock,4,Residential,3,1
1525,38,PVC,15,132,Rock,5,Residential,6,2
1526,57,PVC,34,115,Loam,9,Downtown,12,2
1527,73,Steel,4,41,Sand,8,Industrial,15,2
1528,38,Concrete,44,143,Sand,6,Commercial,1,2
1529,51,Cast Iron,19,95,Loam,1,Residential,6,1
1530,50,Copper,6,61,Sand,1,Residential,0,0
1531,12,Concrete,43,104,Rock,8,Industrial,10,2
1532,79,PVC,17,61,Rock,0,Residential,1,0
1533,48,Concrete,47,105,Clay,2,Rural,4,1
1534,23,PVC,6,90,Clay,10,Commercial,2,2
1535,77,PVC,23,62,Clay,9,Commercial,3,2
1536,99,Copper,29,81,Sand,5,Rural,10,2
1537,77,Cast Iron,37,135,Loam,3,Residential,10,2
1538,81,Steel,46,143,Loam,8,Industrial,9,2
1539,73,Steel,39,83,Clay,4,Industrial,12,2
1540,37,Steel,17,36,Clay,9,Residential,8,2
1541,48,Copper,4,23,Clay,10,Industrial,14,2
1542,68,Copper,35,63,Clay,5,Rural,10,2
1543,40,Steel,32,136,Clay,7,Rural,14,2
1544,68,Concrete,4,25,Sand,4,Rural,4,1
1545,58,Steel,18,130,Rock,3,Rural,1,1
1546,47,Concrete,14,100,Loam,10,Industrial,11,2
1547,31,Concrete,40,124,Rock,6,Residential,9,2
1548,94,PVC,10,57,Sand,0,Commercial,6,0
1549,18,Concrete,41,87,Sand,5,Downtown,3,1
1550,24,Concrete,47,136,Loam,6,Residential,14,2
1551,29,PVC,7,26,Loam,9,Rural,14,2
1552,46,Concrete,11,63,Sand,5,Industrial,5,2
1553,28,Copper,29,34,Loam,1,Commercial,14,1
1554,66,Concrete,13,61,Clay,6,Downtown,8,2
1555,38,Cast Iron,42,120,Rock,1,Downtown,3,1
1556,56,PVC,7,43,Sand,7,Residential,14,2
1557,8,Copper,14,99,Clay,3,Rural,4,1
1558,29,Steel,30,40,Loam,4,Industrial,10,2
1559,77,PVC,7,51,Loam,10,Industrial,0,2
1560,13,Cast Iron,9,149,Clay,8,Rural,7,2
1561,91,Concrete,23,46,Loam,7,Rural,5,2
1562,11,Concrete,42,113,Rock,3,Industrial,3,1
1563,59,Concrete,34,26,Clay,10,Residential,9,2
1564,7,Concrete,9,94,Loam,2,Industrial,6,1
1565,2,Steel,36,105,Clay,2,Industrial,6,1
1566,49,Steel,10,89,Rock,1,Downtown,11,2
1567,97,Concrete,18,146,Loam,10,Downtown,11,2
1568,13,Steel,10,101,Rock,6,Commercial,12,2
1569,50,Concrete,41,114,Sand,2,Commercial,0,0
1570,39,Cast Iron,39,48,Rock,4,Commercial,6,2
1571,2,Concrete,24,126,Loam,7,Industrial,4,2
1572,56,Steel,25,40,Sand,5,Downtown,2,1
1573,73,PVC,8,41,Sand,2,Commercial,10,1
1574,47,Copper,34,26,Rock,8,Residential,9,2
1575,94,PVC,27,110,Clay,0,Downtown,9,1
1576,33,Copper,35,30,Clay,5,Rural,8,2
1577,64,Copper,46,35,Sand,0,Commercial,14,1
1578,73,PVC,15,122,Loam,8,Commercial,8,2
1579,66,PVC,39,92,Sand,7,Residential,3,2
1580,24,Steel,32,65,Rock,7,Rural,7,2
1581,37,PVC,34,22,Loam,9,Industrial,12,2
1582,49,Copper,32,95,Loam,4,Commercial,1,1
1583,34,Copper,39,84,Loam,8,Residential,0,1
1584,48,PVC,14,75,Clay,7,Commercial,6,2
1585,88,Cast Iron,46,53,Rock,1,Commercial,14,2
1586,88,PVC,39,113,Loam,10,Downtown,0,2
1587,87,PVC,35,61,Loam,4,Commercial,2,1
1588,88,Concrete,19,59,Rock,3,Residential,9,2
1589,47,Cast Iron,23,106,Clay,2,Commercial,1,1
1590,49,Cast Iron,11,78,Rock,1,Residential,6,1
1591,88,Copper,9,103,Sand,8,Residential,2,2
1592,8,Steel,36,91,Clay,5,Residential,4,2
1593,5,Copper,43,87,Clay,9,Downtown,9,2
1594,40,Cast Iron,38,97,Loam,1,Residential,5,1
1595,97,Cast Iron,25,65,Loam,8,Rural,0,2
1596,31,Copper,46,120,Loam,7,Downtown,11,2
1597,32,Copper,7,70,Sand,0,Residential,2,0
1598,75,Copper,16,35,Clay,5,Downtown,9,2
1599,29,Steel,12,140,Clay,10,Industrial,8,2
1600,84,PVC,38,149,Rock,7,Rural,10,2
1601,46,Concrete,9,40,Clay,0,Residential,2,0
1602,93,Concrete,17,57,Sand,3,Downtown,4,1
1603,57,PVC,4,124,Rock,0,Commercial,9,1
1604,16,Copper,26,84,Loam,4,Downtown,15,2
1605,6,Cast Iron,27,130,Clay,0,Commercial,7,1
1606,67,Copper,20,79,Sand,6,Industrial,10,2
1607,67,Concrete,32,119,Loam,9,Commercial,7,2
1608,78,Concrete,13,97,Clay,4,Downtown,10,2
1609,62,Copper,37,44,Loam,0,Rural,7,0
1610,73,Concrete,9,57,Rock,0,Residential,12,1
1611,60,Cast Iron,5,87,Loam,0,Residential,2,0
1612,92,PVC,27,82,Clay,7,Residential,5,2
1613,54,Copper,17,56,Clay,2,Industrial,10,1
1614,82,Steel,18,102,Clay,6,Commercial,7,2
1615,18,Cast Iron,14,31,Rock,7,Industrial,0,2
1616,64,Copper,40,76,Rock,6,Residential,6,2
1617,41,PVC,16,40,Rock,2,Commercial,5,1
1618,50,PVC,36,79,Rock,10,Industrial,3,2
1619,67,Cast Iron,10,125,Loam,2,Downtown,11,2
1620,76,Concrete,39,26,Sand,8,Residential,2,2
1621,90,Steel,29,51,Clay,0,Downtown,15,2
1622,7,Concrete,19,32,Sand,4,Commercial,3,1
1623,74,PVC,11,71,Sand,2,Residential,10,1
1624,65,PVC,39,77,Rock,9,Commercial,0,2
1625,58,Steel,32,127,Rock,10,Residential,12,2
1626,20,Concrete,31,60,Rock,10,Industrial,11,2
1627,84,Concrete,9,100,Loam,3,Industrial,13,2
1628,75,Copper,11,70,Rock,3,Downtown,10,2
1629,93,Concrete,30,140,Rock,4,Rural,14,2
1630,83,Cast Iron,21,50,Sand,4,Downtown,2,2
1631,38,Cast Iron,32,25,Clay,6,Downtown,5,2
1632,98,Concrete,31,64,Sand,6,Industrial,15,2
1633,94,Steel,6,119,Sand,1,Industrial,7,1
1634,21,PVC,16,138,Rock,3,Industrial,3,1
1635,92,PVC,29,97,Rock,8,Industrial,5,2
1636,62,Concrete,47,31,Clay,0,Commercial,9,1
1637,25,Steel,8,66,Rock,1,Industrial,13,2
1638,4,PVC,4,143,Sand,1,Residential,3,0
1639,16,Steel,37,82,Rock,4,Commercial,6,1
1640,19,Steel,19,78,Rock,4,Rural,0,1
1641,94,Steel,45,20,Clay,1,Residential,2,1
1642,14,Steel,47,53,Rock,2,Commercial,11,1
1643,27,Cast Iron,48,119,Rock,8,Residential,12,2
1644,90,Cast Iron,17,105,Loam,6,Downtown,10,2
1645,47,Cast Iron,4,23,Rock,6,Industrial,10,2
1646,1,Steel,8,85,Sand,8,Commercial,1,2
1647,32,Copper,28,34,Rock,10,Industrial,14,2
1648,65,Concrete,20,27,Loam,4,Residential,10,2
1649,33,Cast Iron,16,94,Loam,0,Industrial,7,1
1650,39,Copper,32,101,Loam,1,Commercial,5,0
1651,59,Copper,16,136,Loam,1,Industrial,7,1
1652,6,PVC,38,104,Clay,9,Downtown,0,2
1653,30,Steel,33,55,Loam,10,Commercial,12,2
1654,17,PVC,22,58,Clay,6,Industrial,12,2
1655,12,Steel,22,120,Sand,6,Commercial,7,2
1656,95,Concrete,4,87,Sand,7,Commercial,11,2
1657,2,Concrete,47,147,Rock,6,Residential,0,1
1658,63,Cast Iron,43,81,Sand,10,Industrial,0,2
1659,62,Copper,33,37,Rock,10,Downtown,7,2
1660,13,Concrete,42,96,Clay,10,Downtown,0,2
1661,89,Steel,30,20,Sand,2,Residential,8,1
1662,73,Concrete,32,113,Sand,9,Residential,9,2
1663,84,PVC,38,92,Rock,1,Industrial,9,1
1664,12,Steel,20,52,Sand,5,Commercial,11,2
1665,41,Steel,5,39,Rock,10,Commercial,1,2
1666,68,PVC,47,101,Rock,10,Industrial,12,2
1667,70,Copper,31,56,Rock,7,Industrial,6,2
1668,62,Steel,48,109,Rock,8,Commercial,10,2
1669,9,PVC,41,70,Loam,3,Residential,1,0
1670,67,Steel,6,50,Sand,8,Industrial,13,2
1671,31,Cast Iron,28,59,Loam,9,Downtown,14,2
1672,52,Steel,12,57,Sand,4,Commercial,5,1
1673,2,Copper,45,43,Loam,8,Commercial,14,2
1674,32,Steel,42,60,Rock,1,Industrial,8,1
1675,24,Steel,6,21,Sand,6,Rural,3,1
1676,39,Cast Iron,45,70,Loam,7,Downtown,9,2
1677,19,Steel,34,64,Rock,7,Downtown,10,2
1678,45,Copper,46,101,Clay,0,Rural,3,0
1679,85,Copper,7,67,Rock,8,Downtown,0,2
1680,11,Concrete,31,88,Sand,6,Rural,8,2
1681,77,Cast Iron,16,126,Sand,5,Residential,1,2
1682,25,Steel,16,122,Clay,0,Rural,9,1
1683,41,PVC,16,63,Rock,2,Downtown,13,2
1684,1,Steel,23,130,Sand,9,Residential,2,2
1685,54,Concrete,48,118,Clay,8,Rural,14,2
1686,69,PVC,9,58,Rock,7,Residential,15,2
1687,46,Cast Iron,23,107,Rock,7,Downtown,11,2
1688,8,Cast Iron,4,131,Clay,0,Residential,5,1
1689,66,PVC,40,70,Sand,4,Industrial,15,2
1690,1,Concrete,39,94,Rock,1,Downtown,4,1
1691,32,Steel,38,57,Loam,10,Rural,7,2
1692,82,Steel,7,60,Clay,0,Residential,5,1
1693,2,Concrete,32,51,Rock,3,Residential,2,1
1694,49,Steel,14,95,Loam,10,Residential,3,2
1695,1,Concrete,46,74,Loam,4,Rural,4,1
1696,76,Concrete,37,34,Sand,1,Industrial,11,1
1697,25,PVC,29,149,Clay,1,Industrial,11,1
1698,39,Copper,40,115,Sand,2,Downtown,7,1
1699,51,Steel,38,78,Clay,5,Residential,11,2
1700,15,Steel,30,43,Loam,9,Downtown,11,2
1701,83,Steel,23,106,Loam,1,Downtown,1,1
1702,5,Concrete,9,28,Rock,9,Commercial,6,2
1703,12,Cast Iron,15,24,Clay,4,Rural,3,1
1704,25,Concrete,34,109,Loam,6,Residential,11,2
1705,92,PVC,13,131,Loam,0,Residential,1,0
1706,80,Steel,14,101,Loam,2,Industrial,14,2
1707,43,PVC,5,110,Rock,0,Commercial,2,0
1708,62,Copper,46,118,Sand,8,Downtown,3,2
1709,39,Steel,24,51,Clay,7,Downtown,3,2
1710,97,Concrete,7,124,Sand,3,Downtown,6,2
1711,77,Cast Iron,6,24,Clay,3,Commercial,2,1
1712,55,Steel,20,73,Sand,9,Rural,12,2
1713,23,PVC,30,95,Sand,6,Industrial,7,2
1714,87,PVC,47,131,Clay,0,Industrial,15,2
1715,39,Cast Iron,18,56,Clay,2,Commercial,6,1
1716,46,Concrete,40,121,Clay,4,Commercial,4,2
1717,74,Copper,15,94,Loam,6,Residential,10,2
1718,37,Cast Iron,30,114,Rock,5,Commercial,9,2
1719,40,Copper,31,21,Sand,6,Residential,13,2
1720,69,Concrete,41,43,Loam,5,Downtown,14,2
1721,90,Concrete,13,104,Clay,9,Rural,14,2
1722,76,Copper,38,38,Loam,6,Industrial,9,2
1723,56,PVC,7,84,Loam,1,Downtown,3,0
1724,18,Steel,43,149,Clay,3,Downtown,2,1
1725,93,Copper,38,71,Rock,6,Commercial,9,2
1726,74,PVC,16,58,Rock,2,Downtown,13,2
1727,39,Concrete,16,128,Loam,6,Rural,6,2
1728,53,PVC,43,47,Rock,10,Rural,13,2
1729,49,Cast Iron,9,48,Rock,6,Downtown,0,2
1730,9,Concrete,9,91,Loam,6,Residential,9,2
1731,92,PVC,38,124,Rock,1,Commercial,8,1
1732,12,Steel,42,44,Sand,5,Commercial,12,2
1733,70,Copper,20,25,Rock,4,Commercial,8,1
1734,76,Steel,16,73,Clay,5,Rural,3,2
1735,38,Concrete,22,25,Clay,0,Rural,13,1
1736,60,Copper,23,44,Loam,3,Industrial,2,1
1737,53,Steel,5,124,Rock,9,Downtown,12,2
1738,87,Copper,23,70,Sand,7,Industrial,13,2
1739,2,PVC,48,120,Rock,0,Residential,2,0
1740,10,Concrete,29,92,Clay,6,Rural,10,2
1741,63,Steel,17,122,Rock,0,Residential,11,1
1742,97,Steel,47,47,Loam,9,Rural,5,2
1743,55,Steel,4,42,Sand,0,Downtown,9,1
1744,45,Copper,12,109,Loam,4,Commercial,8,1
1745,6,PVC,6,74,Sand,6,Industrial,12,2
1746,47,Concrete,24,103,Loam,4,Residential,13,2
1747,66,Steel,47,40,Clay,2,Rural,9,2
1748,12,Copper,31,25,Sand,9,Commercial,5,2
1749,67,Copper,4,121,Sand,2,Industrial,4,1
1750,80,Cast Iron,18,50,Loam,5,Downtown,9,2
1751,47,Concrete,23,78,Clay,6,Commercial,12,2
1752,23,Cast Iron,31,100,Loam,3,Rural,9,2
1753,13,Copper,23,33,Sand,6,Residential,10,2
1754,33,Concrete,37,120,Clay,8,Industrial,15,2
1755,85,Steel,32,127,Clay,3,Downtown,2,2
1756,1,Cast Iron,17,102,Clay,3,Industrial,11,2
1757,81,Concrete,17,74,Sand,3,Rural,9,2
1758,66,Steel,19,46,Loam,8,Industrial,14,2
1759,2,Steel,13,41,Rock,0,Residential,3,0
1760,33,Cast Iron,11,127,Clay,1,Commercial,8,1
1761,5,PVC,20,124,Sand,9,Commercial,2,2
1762,35,Steel,19,40,Clay,8,Rural,8,2
1763,44,Copper,13,122,Loam,10,Commercial,1,2
1764,40,Concrete,35,143,Clay,6,Commercial,2,2
1765,87,Concrete,10,30,Rock,5,Rural,0,1
1766,62,Steel,8,30,Loam,0,Industrial,13,1
1767,68,Concrete,41,67,Clay,2,Residential,14,2
1768,68,Concrete,10,89,Sand,3,Downtown,5,1
1769,28,Concrete,12,35,Sand,6,Rural,7,2
1770,48,PVC,25,139,Clay,3,Commercial,4,1
1771,74,Copper,16,148,Clay,9,Commercial,6,2
1772,98,Concrete,45,78,Loam,0,Industrial,11,1
1773,51,Concrete,6,93,Loam,1,Residential,8,1
1774,22,Steel,36,149,Sand,6,Industrial,15,2
1775,19,PVC,33,72,Loam,6,Industrial,12,2
1776,35,Cast Iron,16,100,Loam,10,Downtown,6,2
1777,55,Steel,19,78,Sand,10,Industrial,8,2
1778,7,Cast Iron,46,127,Loam,1,Downtown,10,1
1779,55,PVC,42,135,Loam,0,Residential,8,1
1780,54,PVC,22,106,Sand,8,Residential,15,2
1781,89,Concrete,13,135,Clay,2,Residential,6,2
1782,9,Steel,18,62,Rock,7,Industrial,15,2
1783,58,PVC,18,129,Sand,8,Industrial,13,2
1784,69,Copper,4,77,Rock,5,Downtown,11,2
1785,83,Concrete,22,107,Rock,10,Commercial,6,2
1786,75,Steel,17,122,Rock,8,Industrial,4,2
1787,89,Cast Iron,45,130,Rock,10,Downtown,12,2
1788,40,Cast Iron,29,145,Loam,10,Rural,3,2
1789,52,Cast Iron,9,135,Rock,1,Commercial,7,1
1790,21,Cast Iron,10,85,Loam,4,Residential,6,2
1791,33,Copper,42,102,Sand,2,Residential,13,1
1792,15,PVC,26,49,Clay,5,Rural,1,1
1793,20,Concrete,4,150,Sand,3,Downtown,12,2
1794,97,Copper,13,117,Clay,10,Industrial,4,2
1795,60,Concrete,30,63,Sand,1,Downtown,0,0
1796,59,PVC,20,126,Rock,8,Rural,8,2
1797,57,PVC,36,108,Loam,0,Rural,5,0
1798,12,Cast Iron,18,55,Rock,2,Downtown,9,2
1799,58,Concrete,38,82,Loam,8,Commercial,7,2
1800,70,Concrete,40,130,Clay,3,Residential,12,2
1801,48,PVC,32,50,Rock,2,Industrial,3,1
